1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. PARENT CO NAME,15. PARENT CO DB NUM,16. STANDARD PARENT CO NAME,17. FEDERAL FACILITY,18. INDUSTRY SECTOR CODE,19. INDUSTRY SECTOR,20. PRIMARY SIC,26. PRIMARY NAICS,27. NAICS 2,32. DOC_CTRL_NUM,33. CHEMICAL,34. ELEMENTAL METAL INCLUDED,35. CAS #/COMPOUND ID,36. SRS ID,37. CLEAN AIR ACT CHEMICAL,38. CLASSIFICATION,39. METAL,40. METAL CATEGORY,41. CARCINOGEN,42. FORM TYPE,43. UNIT OF MEASURE,44. 5.1 - FUGITIVE AIR,45. 5.2 - STACK AIR,46. 5.3 - WATER,47. 5.4 - UNDERGROUND,48. 5.4.1 - UNDERGROUND CL I,49. 5.4.2 - UNDERGROUND C II-V,50. 5.5.1 - LANDFILLS,51. 5.5.1A - RCRA C LANDFILL,52. 5.5.1B - OTHER LANDFILLS,53. 5.5.2 - LAND TREATMENT,54. 5.5.3 - SURFACE IMPNDMNT,55. 5.5.3A - RCRA SURFACE IM,56. 5.5.3B - OTHER SURFACE I,57. 5.5.4 - OTHER DISPOSAL,58. ON-SITE RELEASE TOTAL,59. 6.1 - POTW - TRNS RLSE,60. 6.1 - POTW - TRNS TRT,61. POTW - TOTAL TRANSFERS,62. 6.2 - M10,63. 6.2 - M41,64. 6.2 - M62,65. 6.2 - M40 METAL,66. 6.2 - M61 METAL,67. 6.2 - M71,68. 6.2 - M81,69. 6.2 - M82,70. 6.2 - M72,71. 6.2 - M63,72. 6.2 - M66,73. 6.2 - M67,74. 6.2 - M64,75. 6.2 - M65,76. 6.2 - M73,77. 6.2 - M79,78. 6.2 - M90,79. 6.2 - M94,80. 6.2 - M99,81. OFF-SITE RELEASE TOTAL,82. 6.2 - M20,83. 6.2 - M24,84. 6.2 - M26,85. 6.2 - M28,86. 6.2 - M93,87. OFF-SITE RECYCLED TOTAL,88. 6.2 - M56,89. 6.2 - M92,90. OFF-SITE ENERGY RECOVERY T,91. 6.2 - M40 NON-METAL,92. 6.2 - M50,93. 6.2 - M54,94. 6.2 - M61 NON-METAL,95. 6.2 - M69,96. 6.2 - M95,97. OFF-SITE TREATED TOTAL,98. 6.2 - UNCLASSIFIED,99. 6.2 - TOTAL TRANSFER,100. TOTAL RELEASES,101. 8.1 - RELEASES,102. 8.1A - ON-SITE CONTAINED,103. 8.1B - ON-SITE OTHER,104. 8.1C - OFF-SITE CONTAIN,105. 8.1D - OFF-SITE OTHER R,106. 8.2 - ENERGY RECOVER ON,107. 8.3 - ENERGY RECOVER OF,108. 8.4 - RECYCLING ON SITE,109. 8.5 - RECYCLING OFF SIT,110. 8.6 - TREATMENT ON SITE,111. 8.7 - TREATMENT OFF SITE,112. PRODUCTION WSTE (8.1-8.7),113. 8.8 - ONE-TIME RELEASE,114. PROD_RATIO_OR_ ACTIVITY,115. 8.9 - PRODUCTION RATIO,New Georeferenced Column
2016,84648STHWSHIWAY,110002463717,ASH GROVE CEMENT- LEAMINGTON UTAH,HWY 132 6 MILES E OF LEAMINGTON,LEAMINGTON,JUAB,UT,84638,,,39.563527,-112.197061,CRH AMERICAS INC,37176591,CRH AMERICAS INC,false,327,Nonmetallic Mineral Product,,327310,,1316215558382,MERCURY COMPOUNDS,false,N458,650028,true,PBT,true,1,false,R,Pounds,0.0004,14.93,0,0,0,0,0,0,0,0,0,0,0,0,14.9304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9304,0,0,14.9304,0,0,0,0,0,0,0,0,14.9304,,PRODUCTION,1.09,POINT (-112.197061 39.563527)
2018,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1318217504000,TRIETHYLAMINE,false,121448,31708,true,TRI,false,0,false,R,Pounds,14.39,0.03,0,0,0,0,0,0,0,0,0,0,0,0,14.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.56,0,0,0,0,1267.56,0,1267.56,14.42,0,0,14.42,0,0,0,0,0,0,20220,1267.56,21501.98,,ACTIVITY,1,POINT (-112.9681 40.7344)
2018,84321JRDNP1070W,110002136965,THOMAS PETROLEUM LLC LOGAN,1070 W 200 N,LOGAN,CACHE,UT,84321,,,41.73569,-111.86243,MAXUM ENTERPRISES LLC,79811123,MAXUM ENTERPRISES LLC,false,4247,Petroleum Bulk Terminals,,424710,,1318217325570,ETHYLENE GLYCOL,false,107211,24257,true,TRI,false,0,false,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-111.86243 41.73569)
2015,84087PHLLP393SO,110000469136,HOLLYFRONTIER WOODS CROSS REFINING LLC,393 S 800 W,WOODS CROSS,DAVIS,UT,84087,,,40.886022,-111.904759,HOLLYFRONTIER CORP,8965808,HOLLYFRONTIER CORP,false,324,Petroleum,,324110,,1315214357042,PROPYLENE,false,115071,29009,false,TRI,false,0,false,R,Pounds,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,2400,0,0,0,0,0,0,310,0,2710,,PRODUCTION,0.95,POINT (-111.904759 40.886022)
2015,8464WFBRTK2762S,110039135389,OWENS CORNING INSULATING SYSTEMS LLC - NEPHI,2762 S. MAIN STREET,NEPHI,JUAB,UT,84648,,,39.66979,-111.84863,OWENS CORNING,796514466,OWENS CORNING,false,327,Nonmetallic Mineral Product,,327993,,1315213777814,LEAD COMPOUNDS,false,N420,650002,true,PBT,true,1,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,0,0,0,34,0,0,0,41,,PRODUCTION,1.04,POINT (-111.84863 39.66979)
2016,84127THTCH1905F,110000469671,THATCHER CO,1905 FORTUNE RD,SALT LAKE CITY,SALT LAKE,UT,84104,,,40.74203,-111.94455,THATCHER CO,41307356,THATCHER CO,false,325,Chemicals,,325180,,1316215586025,AMMONIA,false,7664417,152389,false,TRI,false,0,false,R,Pounds,1189,2378,0,0,0,0,0,0,0,0,0,0,0,0,3567,0,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,0,3064,3567,0,0,3567,0,0,0,0,8043,0,3064,3064,17738,,PRODUCTION,0.97,POINT (-111.94455 40.74203)
2018,84663STFFR815WE,110000470115,NESTLE USA-PREPARED FOODS DIV INC,815 W RAYMOND KLAUCK WAY,SPRINGVILLE,UTAH,UT,84663,,,40.19073,-111.6258,NESTLE USA INC,8256224,NESTLE USA INC,false,311,Food,,311412,,1318216814145,NITRIC ACID,false,7697372,152686,false,TRI,false,0,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5857.3,5857.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5857.3,0,5857.3,0,0,0,0,0,0,0,0,0,0,111289,5857.3,117146.3,,PRODUCTION,0.96,POINT (-111.6258 40.19073)
2015,84006KNNCT8362W,110009506347,KENNECOTT UTAH COPPER SMELTER & REFINERY,12000 WEST 2100 SOUTH & 11500 W 2100 S,MAGNA,SALT LAKE,UT,84044,,,40.734036,-112.14104,RIO TINTO AMERICA INC,NA,RIO TINTO AMERICA INC,false,331,Primary Metals,,331410,,1315213723733,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",false,7664939,152405,false,TRI,false,0,false,R,Pounds,507,35234,0,0,0,0,0,0,0,0,0,0,0,0,35741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35741,0,0,35739,0,0,0,0,0,0,500,0,36239,2,ACTIVITY,1.05,POINT (-112.14104 40.734036)
2018,8404WRLDYN8137S,110070068329,RELADYNE WEST,8137 S STATE ST,MIDVALE,SALT LAKE,UT,84047,,,40.60467,-111.89079,NA,,RELADYNE LLC,false,4247,Petroleum Bulk Terminals,,424710,,1318216920506,ETHYLBENZENE,false,100414,19406,true,TRI,false,0,true,R,Pounds,0.17,2.84,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0,3.01,0,0,0,0,0,0,0,0,3.01,,ACTIVITY,1.19,POINT (-111.89079 40.60467)
2017,8406WRLDYN4269E,110070068326,RELADYNE WEST,4269 E MAIN STREET,BALLARD,UINTAH,UT,84066,,,40.302118,-109.920407,NA,,RELADYNE LLC,false,4247,Petroleum Bulk Terminals,,424710,,1317216066466,NAPHTHALENE,false,91203,13326,true,TRI,false,0,true,R,Pounds,0.09,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.41,23.41,0,0,0,0,0,0,0,0,0,0,0,23.41,0.21,0,0,0.21,0,0,0,0,0,23.41,0,0,23.62,,ACTIVITY,0.75,POINT (-109.920407 40.302118)
2016,84057LRCHN1165N,110000468994,GENEVA NITROGEN LLC,1165 N 1600 W,VINEYARD,UTAH,UT,84057,,,40.3183,-111.735,NA,,NA,false,325,Chemicals,,325311,,1316215040991,NITRIC ACID,false,7697372,152686,false,TRI,false,0,false,R,Pounds,185,185,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,20,0,390,,ACTIVITY,1,POINT (-111.735 40.3183)
2017,84054JRDNP1117N,110002136643,THOMAS PETROLEUM LLC NORTH SALT LAKE,1117 N 400 E,NORTH SALT LAKE,DAVIS,UT,84054,,,40.860527,-111.901311,MAXUM ENTERPRISES LLC,79811123,MAXUM ENTERPRISES LLC,false,4247,Petroleum Bulk Terminals,,424710,,1317217564335,BENZENE,false,71432,4754,true,TRI,false,0,true,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-111.901311 40.860527)
2016,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1316215689340,PENTACHLOROETHANE,false,76017,6056,false,TRI,false,0,false,R,Pounds,0.73,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0.74,0,0,0,0,0,0,10172,0,10172.74,,ACTIVITY,1,POINT (-112.9681 40.7344)
2017,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1317216604153,THIOACETAMIDE,false,62555,3657,false,TRI,false,0,true,R,Pounds,1.48,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.75,0,0,0,0,122.75,0,122.75,1.51,0,0,1.51,0,0,0,0,0,0,22960,122.75,23084.26,,ACTIVITY,1.2,POINT (-112.9681 40.7344)
2015,84087PHLLP393SO,110000469136,HOLLYFRONTIER WOODS CROSS REFINING LLC,393 S 800 W,WOODS CROSS,DAVIS,UT,84087,,,40.886022,-111.904759,HOLLYFRONTIER CORP,8965808,HOLLYFRONTIER CORP,false,324,Petroleum,,324110,,1315214356887,"BENZO(G,H,I)PERYLENE",false,191242,40576,true,PBT,false,0,false,R,Pounds,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,1.2,0,0,0,0,0,0,0,0,1.2,,PRODUCTION,0.95,POINT (-111.904759 40.886022)
2016,84116CHVRN2351N,110000469485,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,2351 NORTH 1100 WEST,SALT LAKE CITY,SALT LAKE,UT,84116,,,40.8249,-111.9238,CHEVRON CORP,1382555,CHEVRON CORP,false,324,Petroleum,,324110,424710,1316215281078,"BENZO(G,H,I)PERYLENE",false,191242,40576,true,PBT,false,0,false,R,Pounds,1.08,0.11,19.21,0,0,0,0,0,0,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0,0,20.4,0,0,0,0,0,0,21331,0,21351.4,,PRODUCTION,1.04,POINT (-111.9238 40.8249)
2017,84108WTSNL575CH,110009506267,ACTAVIS LABORATORIES UT INC,575 577 579 CHIPETA WAY,SALT LAKE CITY,SALT LAKE,UT,84108,,,40.757251,-111.824055,TEVA PHARMACEUTICALS USA,1627975,TEVA PHARMACEUTICALS USA,false,325,Chemicals,,325412,,1317216560300,CERTAIN GLYCOL ETHERS,false,N230,649541,true,TRI,false,0,false,R,Pounds,174.46,0,0,0,0,0,0,0,0,0,0,0,0,0,174.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68366,68366,0,14172,0,0,0,0,14172,0,82538,174.46,0,0,174.46,0,0,0,68366,0,0,0,14172,82712.46,,PRODUCTION,0.91,POINT (-111.824055 40.757251)
2016,84104VNWTR650W8,110000469387,UNIVAR USA INC - SALT LAKE CI TY,650 W  800 S,SALT LAKE CITY,SALT LAKE,UT,84104,,,40.75194,-111.90939,UNIVAR USA INC,102971785,UNIVAR USA INC,false,4246,Chemical Wholesalers,,424690,,1316214958959,COPPER COMPOUNDS,false,N100,649491,false,TRI,true,1,false,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-111.90939 40.75194)
2016,8406WRLDYN4269E,110070068326,RELADYNE WEST,4269 E MAIN STREET,BALLARD,UINTAH,UT,84066,,,40.302118,-109.920407,NA,,RELADYNE LLC,false,4247,Petroleum Bulk Terminals,,424710,,1316215312303,ETHYLENE GLYCOL,false,107211,24257,true,TRI,false,0,false,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-109.920407 40.302118)
2016,84330MSSTLPOBOX,110024422711,TMS INTERNATIONAL LLC,7285 W 21200 N,PLYMOUTH,BOX ELDER,UT,84330,,,41.893157,-112.201144,TMS INTERNATIONAL CORP,614394299,TMS INTERNATIONAL CORP,false,562,Hazardous Waste,,562920,,1316215605953,MANGANESE COMPOUNDS,false,N450,650010,true,TRI,true,1,false,R,Pounds,435,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,435,0,0,0,0,0,0,0,0,435,,PRODUCTION,1.12,POINT (-112.201144 41.893157)
2017,84054BGWST333WE,110000468921,BIG WEST OIL LLC,333 W CENTER ST,NORTH SALT LAKE,DAVIS,UT,84054,,,40.838386,-111.921443,FJ MANAGEMENT INC.,45267002,FJ MANAGEMENT INC,false,324,Petroleum,,324110,,1317215840808,TETRACHLOROETHYLENE,false,127184,34157,true,TRI,false,0,true,R,Pounds,177,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,177,0,0,0,0,0,0,0,0,177,,PRODUCTION,0.95,POINT (-111.921443 40.838386)
2017,84016TLTYT1111S,110057506970,UTILITY TRAILER MANUFACTURING,1111 S 1000 W,CLEARFIELD,DAVIS,UT,84015,,,41.1155,-112.034109,UTILITY TRAILER MANUFACTURING CO INC,8286908,UTILITY TRAILER MANUFACTURING CO INC,false,336,Transportation Equipment,,336212,,1317216252837,MANGANESE,false,7439965,149625,true,TRI,true,1,false,R,Pounds,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,208608,0,0,0,208608,0,0,0,0,0,0,0,0,0,0,0,208612,15,0,0,11,4,0,0,0,0,208608,0,0,208623,,PRODUCTION,0.85,POINT (-112.034109 41.1155)
2017,8410WPLKNG192S4,110070070646,PILKINGTON METAL FINISHING LLC SITE 3,1920 S 4650 W,SALT LAKE CITY,SALT LAKE,UT,84104,,,40.729076,-112.00284,NA,,NA,false,332,Fabricated Metals,,332813,,1317216111777,LEAD,false,7439921,149583,true,PBT,true,1,true,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,0,0,0,2530,0,0,0,0,0,0,0,0,0,0,0,2530,0,0,0,0,0,0,0,0,0,2530,0,0,2530,,,,POINT (-112.00284 40.729076)
2018,84016SHLNDFREEP,110000619983,NEXEO SOLUTIONS LLC-CLEARFIELD,12 FREEPORT CENTER,CLEARFIELD,DAVIS,UT,84016,,,41.105,-112.0336,NEXEO SOLUTIONS HOLDINGS LLC,78346156,NEXEO SOLUTIONS HOLDINGS LLC,false,4246,Chemical Wholesalers,,424690,562211,1318216959751,TOLUENE,false,108883,25452,true,TRI,false,0,false,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-112.0336 41.105)
2016,84103MCLCM474WE,110000469243,TESORO REFINING & MARKETING COMPANY LLC - SLC,474 W 900 N,SALT LAKE CITY,SALT LAKE,UT,84103,,,40.7889,-111.90441,TESORO CORP,8133480,MARATHON PETROLEUM CORP,false,324,Petroleum,,324110,,1316215601838,"1,2,4-TRIMETHYLBENZENE",false,95636,16261,false,TRI,false,0,false,R,Pounds,1400,520,0,0,0,0,0,0,0,0,0,0,0,110,2030,169.6,360.4,530,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,174.6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,368.4,0,373.4,2204.6,0,0,2030,63.3,111.3,0,0,0,0,0,368.4,2573,,PRODUCTION,1.13,POINT (-111.90441 40.7889)
2015,84074TLRMYSDSTE,110013864078,U.S. ARMY TOOELE ARMY DEPOT,ATTN: JMTE-GME 1 TOOELE ARMY DEPOT BLDG 501,TOOELE,TOOELE,UT,840745003,,,40.526461,-112.410368,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,true,999,Other,,928110,,1315213832645,LEAD,false,7439921,149583,true,PBT,true,1,true,R,Pounds,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,0,0,2320,0,0,0,0,0,0,0,0,0,0,0,2320,55,0,0,55,0,0,0,0,0,2320,0,0,2375,,ACTIVITY,0.29,POINT (-112.410368 40.526461)
2016,84078BNNZP12500,110015757670,BONANZA POWER PLANT,12500 E 25500 S,VERNAL,UINTAH,UT,84078,687,"Ute Indian Tribe of the Uintah & Ouray Reservation, Utah",40.0864,-109.2844,DESERET POWER,98814395,DESERET POWER,false,2211,Electric Utilities,,221112,,1316215042464,ZINC (FUME OR DUST),false,7440666,150235,false,TRI,false,4,false,R,Pounds,9.4,8,0,0,0,0,0,0,36086,0,0,0,0,0,36103.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36103.4,0,36086,17.4,0,0,0,0,0,0,9.4,0,36112.8,,PRODUCTION,0.9,POINT (-109.2844 40.0864)
2017,84118BRDYC4825S,110042338832,BRODY CHEMICAL,6125 W DOUBLE EAGLE CIR,SALT LAKE CITY,SALT LAKE,UT,84118,,,40.66502,-112.03745,NA,,NA,false,325,Chemicals,,325998,,1317216140261,METHANOL,false,67561,4283,true,TRI,false,0,false,R,Pounds,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,0,0,0,0,0,0,0,0,250,,PRODUCTION,1,POINT (-112.03745 40.66502)
2017,8406WRLDYN4269E,110070068326,RELADYNE WEST,4269 E MAIN STREET,BALLARD,UINTAH,UT,84066,,,40.302118,-109.920407,NA,,RELADYNE LLC,false,4247,Petroleum Bulk Terminals,,424710,,1317216066441,ETHYLBENZENE,false,100414,19406,true,TRI,false,0,true,R,Pounds,0.07,1.47,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.52,58.52,0,0,0,0,0,0,0,0,0,0,0,58.52,1.54,0,0,1.54,0,0,0,0,0,58.52,0,0,60.06,,ACTIVITY,0.5,POINT (-109.920407 40.302118)
2018,84103MCLCM474WE,110000469243,TESORO REFINING & MARKETING COMPANY LLC - SLC,474 W 900 N,SALT LAKE CITY,SALT LAKE,UT,84103,,,40.7889,-111.90441,TESORO CORP,8133480,MARATHON PETROLEUM CORP,false,324,Petroleum,,324110,,1318217505813,CARBON DISULFIDE,false,75150,5348,true,TRI,false,0,false,R,Pounds,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.4,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.04,0,0.66,7.62,0,0,7,0.62,0,0,0,0,0,2048,0.04,2055.66,,PRODUCTION,0.99,POINT (-111.90441 40.7889)
2018,84103MCLCM474WE,110000469243,TESORO REFINING & MARKETING COMPANY LLC - SLC,474 W 900 N,SALT LAKE CITY,SALT LAKE,UT,84103,,,40.7889,-111.90441,TESORO CORP,8133480,MARATHON PETROLEUM CORP,false,324,Petroleum,,324110,,1318217506005,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",false,7664939,152405,false,TRI,false,0,false,R,Pounds,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,0,0,2190,0,0,0,0,0,0,0,0,2190,,PRODUCTION,0.99,POINT (-111.90441 40.7889)
2015,8410WTSRLG475WE,110046279273,TESORO LOGISTICS-SALT LAKE CITY TERMINAL,475 W 900 N,SALT LAKE CITY,SALT LAKE,UT,84103,,,40.788898,-111.904423,TESORO CORP,8133480,TESORO CORP,false,4247,Petroleum Bulk Terminals,,424710,,1315214315626,ANTHRACENE,false,120127,31013,false,TRI,false,0,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,,PRODUCTION,0.95,POINT (-111.904423 40.788898)
2018,84104VRNMC1678S,110009508504,VAREX IMAGING CORP,1678 S PIONEER RD,SALT LAKE CITY,SALT LAKE,UT,84104,,,40.73416,-111.95801,VAREX IMAGING CORP,800334434,VAREX IMAGING CORP,false,334,Computers and Electronic Products,,334517,,1318216829743,LEAD,false,7439921,149583,true,PBT,true,1,true,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5688,0,0,0,5688,0,0,0,0,0,0,0,0,0,0,0,5688,0,0,0,0,0,0,0,0,0,5688,0,0,5688,,PRODUCTION,0.95,POINT (-111.95801 40.73416)
2017,84528PCFCR10MIL,110020101922,PACIFICORP ENERGY-HUNTINGTON PLANT,10 MILES W OF HUNTINGTON,HUNTINGTON,EMERY,UT,84528,,,39.381462,-111.080089,BERKSHIRE HATHAWAY INC,7909013,BERKSHIRE HATHAWAY INC,false,2211,Electric Utilities,,221112,,1317216066656,DIOXIN AND DIOXIN-LIKE COMPOUNDS,false,N150,755371,true,Dioxin,false,0,true,R,Grams,0,0.962,0,0,0,0,0,0,0,0,0,0,0,0,0.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962,0,0,0.962,0,0,0,0,0,0,0,0,0.962,,PRODUCTION,0.98,POINT (-111.080089 39.381462)
